name,address,city,phone,fax,status,capital,latitude,longitude,activity
Cermica sila,Route Fes Km 4 - Sidi-Kacem,Sidi-Kacem,,[],Société à Responsabilité Limitée,100 000  DHS,34.225687,-5.709779,fabricant de brique et materiaux de construction
Dina trading (ste),25 Ap 16 Rue Lakbibat - Rabat,Rabat,,[],Société à Responsabilité Limitée,50 000  DHS,34.013985,-6.852888,marchand effectuant importation-exportation
Prestige du nord,"Rue Marseille,  Résidence Lamadrague, 2ème Étage, N° 4 - Tanger-Médina (AR)",Tanger-Médina (AR),,[],Société à Responsabilité Limitée,10 000  DHS,35.7666667,-5.7999999999999545,"import-export - produit surgelées. - pâtisserie, base de viande, poisons et légumes. - dvd - vcd de tous supports actuel et avenir."
Vifer  (VIFER),306 Bd De La Liberte - Casablanca,Casablanca,,[],Société Anonyme,2 000 000  DHS,33.58514,-7.61091,la consignation de tous materiels electriques ou de tsf
Oued el khir (menuiserie),Rue 16 N101 Drissia Ii - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.5622738061,-7.59089901616,entrepreneur de menuiserie
Barymar  (BARYMAR),6 Rue D'arcachon - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.58497,-7.60275,l'acquisition l'etude la recherche la demande en concession la vente la mise en valeur l'amodiation et l'exploitation directe ou indirecte ...
Region sud (ste de transport)  (SOTURS),Hay El Qods N94 - Errachidia,Errachidia,,[],Société à Responsabilité Limitée,100 000  DHS,31.932153,-4.424158,entreprise de transport des voyageurs
Societe anonyme des transports automobiles du souss  (SATAS),01 Rue My Hicham - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée,29 000 000  DHS,35.772872,-5.795472,societe de transport de marchandises
Assala (ste avicole),Val D'or N22 Temara Plage - Skhirate- Temara,Skhirate- Temara,,[],Société Anonyme,100 000  DHS,33.852949,-7.037165,aviculteur
Sud (travaux)  (TRASSA),Hay Agadir Derb Sebta N17 - Sidi-Kacem,Sidi-Kacem,,[],Société Anonyme,10 000  DHS,34.225687,-5.709779,travaux divers
Logovision  (LOGOVISION),295 Boulevard Moulay Ismael - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,50 000  DHS,33.59822,-7.58306,"louer, acquerir et equiper tous bureaux et locaux etc..."
Commerciale de documentations (union)  (UCODO),56 Rue De Provins - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 000 000  DHS,33.592067,-7.600887,organisation commerciale et toutes enquetes sur la salvabilite des clients et debiteurs
Stefantex  (STEFANTEX),Km 11.500 Route 110 Quartier Industriel - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.611775,-7.529275,fabricant de vetement confectionnes
Computer troubleshooters maroc,Rue Berkane Im Mouni Appt N19 - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,35.75132,-5.80757,"marchand de materiel informatique, rectrutement, formation et soutien des techniciens de service a exercer sous le nom de marque"
Souabe  (SOUABE),Khalil 2 Rue 1 N41 - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.586466,-7.560805,fabricant objet en chodronnerie et materiel construction
Entreprise de batiment cinq continent  (E B 5 C),02 Rue Ghazwat Al Khandaq Drissia Ii - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée,200 000  DHS,35.76276,-5.80305,construction   de batiments et genie civil
Guelmim (ese),Bd El Massira Khadra  N4-29-2 - Guelmim,Guelmim,,[],Société Anonyme,160 000  DHS,28.988537,-10.057656,entreprise de travaux de construction
Lamehamedi de travaux (ste)  (SOLATRAV),Rue 3 N8 Bp 102 - Sidi-Kacem,Sidi-Kacem,,[],Société Anonyme,1 000 000  DHS,34.225257,-5.70977,travaux publics et batiments
Ste ajmil  (AJMIL),221 Avenue Hassan Ii - Rabat,Rabat,,[],Société à Responsabilité Limitée,200 000  DHS,34.01881,-6.843647,entrepreneur de travaux divers
Plenty  (PLENTY),42 Rue Nizar El Abidi Bourgogne - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,200 000  DHS,33.60084,-7.64275,marchand effectuant import-export
Chaouia (ste auxiliaire textile de la),71 Rue Allal Ben Abdellah - Casablanca,Casablanca,,[],Société Anonyme,5 000 000  DHS,33.59554,-7.61425,industrie travait et transformation de toutes matieres textiles et de tous produits generalement quelconques
Central carrieres,26 Rue D'anizi - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,50 000  DHS,33.58907,-7.59592,exploitant de carrieres
Societe marocain d'organisation,Rue 87 N22 Lot Pariente - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée,100 000  DHS,35.758495,-5.820155,"entreprise d'organisation, d'exposition sous toutes ses formes, organisation d'evenement et de fetes, location de touts materiels, traiteur d'une maniere generale"
Contex marocain  (CONTEX MAROCAIN),9 Rue Lecepede - Casablanca,Casablanca,,[],Société Anonyme,5 000  DHS,33.59377,-7.62547,import-export
Ouhrig (ste d'alimentation generale)  (SAGO),161-163 Avenue Mohamed V - Sidi-Kacem,Sidi-Kacem,,[],Société à Responsabilité Limitée,100 000  DHS,34.220521,-5.701934,tenant un magasin d'alimentation generale
Sekkal el mandoubi et associe (ese),Bd Massira N280 - Guelmim,Guelmim,,[],Société Anonyme,260 000  DHS,28.986778,-10.058265,reparation mecanique et renouvelement des moteurs
Louico (ste)  (LOUICO),Amal 4 N2 Cym - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,33.995294,-6.866454,"tenant un bureau d'etudes, entrepreneur de travaux divers"
Carre confort,11 Rue Ibnou Haitam - Tanger-Médina (AR),Tanger-Médina (AR),,[],Société à Responsabilité Limitée,1 000 000  DHS,35.77385,-5.8111,vente en detail des appareils electromenagers commerce de detail d'appareils electomenagers
Euromag multimedia,39 Rue Meissonier Quartier Palmier - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,102 000  DHS,33.581008,-7.6287,marchand effectuant import-export
Etudes psychitechniques et de selection (centre d')  (CEPS),49 Rue De L'horloge - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.59554,-7.61437,exploitation d'un centre d'etudes et recherches ensciences humaines psychologie et sociologie industrielles
Rio clean services,"Quartier, Ibne Dibane Rue Alabouri N13 1er Etage - Tanger-Assilah",Tanger-Assilah,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,35.746434,-5.808113,societe de nettoyage ; securite et tous services
Scoba  (BANANI),364 Bd Mohamed V - Casablanca,Casablanca,,[],Société à Responsabilité Limitée à Associé Unique,30 000  DHS,33.590214,-7.591511,entreprise generale de tous travaux publics batiments genie civil
Lana  (LANA),"10, Place Des Nations Unies -ex Place Med V, 5°ét.
 - Casablanca",Casablanca,,[],Société Anonyme,500 000  DHS,33.594966,-7.618805,import-export
Ste sidi kacem pneumatique automobile asistance  (SKAAP),47 Rue N4 - Sidi-Kacem,Sidi-Kacem,,[],Société en Nom Collectif,1 000 000  DHS,34.241035,-5.742209,vente et reparation de pneumatiques batteries et accessoires
Evaya deco,507 Hay El Manzah C.y.m  - Yacoub El Mansour (AR),Yacoub El Mansour (AR),,[],Société à Responsabilité Limitée,100 000  DHS,34.015049,-6.832719999999995,marchand en détail de tapissier
Sud de travaux divers de construction (ste centre),10 Bd Hassan Ii - Guelmim,Guelmim,,[],Société à Responsabilité Limitée,200 000  DHS,28.979679,-10.061519999999973,materiaux de construction
Rabm import-export,115 Quartier Bou Chioukh - Khenifra,Khenifra,,[],Société à Responsabilité Limitée,100 000  DHS,32.939321,-5.665844,"materiel divers, pieces detachees et ferrailles"
Camping bonou,Ksar Bonou M'hamed Pce/zagora - Ouarzazate,Ouarzazate,,[],Société à Responsabilité Limitée,200 000  DHS,29.8198946188,-5.66519941505,tenant emplacement a usage de conping
Centre de liaisons et d'affaires marocaines  (CELIAM),Residence El Manar 52 Bd Abdelmoumen 6e Etage - Casablanca,Casablanca,,[],Société Anonyme,300 000  DHS,33.58012,-7.6249,negociant
Larbinor,Hay Anas Rue 8 N12 Bendibane - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,35.755338725,-5.822200134,"confection de tout article d'habillement, import-export"
Production de marbre artificiel (ste de)  (SOPROBA),Hay My Abdellah Rue 320 N 78 Route De Mediouna - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,550 000  DHS,33.5357220535,-7.59348398049,fabrication de marbre artificiel
Organisation informatique (ste d')  (INFORM),Bd Bir Anzarane Ex Bd Danton - Casablanca,Casablanca,,[],Société Anonyme,40 000  DHS,33.581447,-7.638937,toutes sortes d'etudes dans tous les domaines d'ets de tous projets devis plans metres et toutes les prestations en matieres informatique
Dar zirari,Zirara Centre Angle Rp3 Ct 2020 - Sidi-Kacem,Sidi-Kacem,,[],Société Anonyme,10 000  DHS,34.225687,-5.709779,"exercice dans le cadre d'un complexe commerciale, agricole, industriel, batiment et tourisme"
Entente travaux (ste),21 Place Abou Baker Essedik - Rabat,Rabat,,[],Société à Responsabilité Limitée,300 000  DHS,34.000081,-6.850437,entrepreneur de travaux divers ou construction
Outmani (ese el),Bd Mehdi Ben Toumarte - Guelmim,Guelmim,,[],Société à Responsabilité Limitée,50 000  DHS,28.975075,-10.043481,"materiaux de construction, forage des puits"
Societe poly create,4 Rue Mostaghanem Mers Sultan - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.5857016,-7.6176131,"marchand de machines de bureau (materiel informatique, marchand effectuant import-export"
Zeed negoce,Hay El Moustakbal Hay Inara Rue 47 N18 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.532723,-7.617047,marchand effectuant import-export
Ese des travaux industriels et agricoles de maroc  (ENTRINAM),Rue 2 N° 26 Hay El Hassane  - Khenifra,Khenifra,,[],Société Anonyme,1 000 000  DHS,32.939321,-5.665844,"fabrication de provendes, aliments composes ou autres produits pour l'alimentation des animaux"
Dar rommane (ste anonyme immobiliere),71 Rue Allal Ben Abdallah - Casablanca,Casablanca,,[],Société Anonyme,200 000  DHS,33.59554,-7.61425,promotion immobiliere
Les jardins du golf,"128, Rue Lalla Fatima Zohra Azizia Ex Rue Oujda - Tanger-Médina (AR)",Tanger-Médina (AR),,[],Société à Responsabilité Limitée,2 100 000  DHS,35.774856,-5.794782,promotion immobiliere
Africaine de tricotage et de confection (ste)  (SATAFON),Hay Arsalane Rue 3 N26 - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.5833641105,-7.57992724765,le tricotage et la confection du pret a porter
Ahlam  (AHLAM),Lot N8 Bloc E Hay Essalam - Kénitra,Kénitra,,[],Société à Responsabilité Limitée,10 000  DHS,34.257394,-6.590154,"cafe, snack, glacier"
Hana des jeux (ste al),54 Rue Abidjan Ocean - Rabat,Rabat,,[],Société à Responsabilité Limitée,120 000  DHS,34.023547,-6.844602,entrepreneur de jeux de tables ou autres jeux analogues
Usinage et de renovation de materiel agricole (ste d')  (SURMAGRI),Bd Hassan Ii - Guelmim,Guelmim,,[],Société Anonyme,300 000  DHS,28.979679,-10.061519999999973,usinage et renovation de materiel agricole
Clemente logistics,Rue El Metro Villa Sanae Hay Misterkhouch - Tanger-Assilah,Tanger-Assilah,,[],Société à Responsabilité Limitée,10 000  DHS,35.777084,-5.831713,import-export
Societe immobiliere sultan mohamed,47 Rue 49 Bine El Mdoune - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.5557563582,-7.60269050439,promotion immobiliere
Wissam tours,52 Bd Abdelmoumen N4 Residence Al Manar - Casablanca,Casablanca,,[],Société Anonyme,500 000  DHS,33.58012,-7.6249,agence de voyages et tourisme
Watania des materiaux de construction (ste)  (SWMC),Groupe 5 N3 M'salla - Khenifra,Khenifra,,[],Société à Responsabilité Limitée,100 000  DHS,32.9394444,-5.667500000000018,vente de materiaux de construction
Swiss production,332 Bd Brahim Roudani N12 Maarif - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58224,-7.633005,confisseur
Sadoil,42 Boulevard De La Resistance - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.58911,-7.603885,la regeneration des huiles minerales et le raffinage de lubrifiants de toutes natures import export
Ste al yousr,79 Av Ibn Sina Apt 3 1er Etage Agdal       - Agdal Riyad (AR),Agdal Riyad (AR),,[],Société à Responsabilité Limitée,400 000  DHS,33.988163,-6.851463,marchand effectuant import-export
Jawharat bab sahara,Bd La Marche Verte - Guelmim,Guelmim,,[],Société à Responsabilité Limitée,10 000  DHS,28.988537,-10.057656,vente de materiaux de construction
Euro-agri,Avenue Mohamed V N249 - Kénitra,Kénitra,,[],Société à Responsabilité Limitée,50 000  DHS,34.279352,-6.544314,agriculture
Les caves d'anfa (ste),158 Bd Abdellah Ben Yacine - Oujda-Angad,Oujda-Angad,,[],Société Anonyme,300 000  DHS,34.685678,-1.919915,"l'import-export et le commerce en general y compris l'import-export de toutes boissons alcoolisees ou non, ese de la gestion d'exploitation agricole"
Essalam (scierie),Tizi N'dawal Route D'ajdir - Khenifra,Khenifra,,[],Société à Responsabilité Limitée,2 500 000  DHS,32.9394444,-5.667500000000018,exploitant de scierie mecanique
Khabab import,"6, Avenue Mohamadia - Tanger-Médina (AR)",Tanger-Médina (AR),,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,35.77866,-5.80399,"importation de tout type de machines industrielles, d'accessoires, de pieces de rechanges neufs ou d'occasion pour toutes sortes de vehicules et engins, tous travaux de terrassement, de fouilles et d'amenagement de terrains, et fourniture de beton pret a l'emploi, importation de camions-toupie ou de"
Tourisnair,46 Centre 2000 Bd My Abderrahmane - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 600 500  DHS,33.599489,-7.613621,toutes operations se rattachant au tourisme en generale
Delta menuiserie,Cite Baraka Hay My Rachid Lot 501 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,150 000  DHS,33.570984075,-7.5356352156,menuiserie entrepreneur
Kettani et cie (ste),Angle Rue Montaingne Et Route D'el Jadida - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,150 000  DHS,33.574512,-7.634647,exploit une fabrique d'agglomeres marchand de materiaux de construction entrepreneur de travaux divers de construction
Riad al bounian,Hay Firdaous Massira I N307 - Skhirate- Temara,Skhirate- Temara,,[],Société à Responsabilité Limitée,200 000  DHS,33.85,-7.029999999999973,entrepreneur de batiments
Famoc  (FAMOC),Bd De La Resistance - Guelmim,Guelmim,,[],Société Anonyme,100 000  DHS,28.996115,-10.060729,entrepreneur de tous travaux publics (construction et forrage...)
Manfat import-export,98 Kissaria Essaada Boutique N13 - Sidi-Kacem,Sidi-Kacem,,[],Société à Responsabilité Limitée,10 000  DHS,34.225687,-5.709779,import-export
Univers finance,"Bd Mohamed Bouziane Residence Sanaa 12 Appt 11, 3éme Etage, Essalama Iii - Casablanca",Casablanca,,['0522594124'],Société à Responsabilité Limitée à Associé Unique,100 000  DHS,33.565206,-7.55368,travaux comptables
Sicile maroc (ste),Centre Rof N'dour - Khenifra,Khenifra,,[],Société à Responsabilité Limitée,100 000  DHS,32.9394444,-5.667500000000018,marchand effectuant importation-exportation
Sotradimex,"2, Place De Koweït 1er Étage N 1 - Tanger-Médina (AR)",Tanger-Médina (AR),,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,35.7666667,-5.7999999999999545,"travaux divers, import-export"
Zenah droguerie (ste),Lotissement Masrour Ii N45 - Skhirate- Temara,Skhirate- Temara,,[],Société à Responsabilité Limitée,10 000  DHS,33.929956,-6.91434,marchand droguiste en gros
Service phone,Bd Youssef Ben Tachfine Place Bir Anzarane N241 - Guelmim (M),Guelmim (M),,[],Société à Responsabilité Limitée,100 000  DHS,28.979679,-10.061519999999973,teleboutique
Distribution africaine de pieces de rechanges automobile,383 Bd Mohamed V - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,300 000  DHS,33.590214,-7.591511,l'importation et le commerce de toutes pieces detachees auto
Sindamanoi  (SINDAMANOI),27 Rue Jalla Eddine Essahyouti (place Du Nid D'iris) - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.588389,-7.636747,promoteur a la construction d'immeuble
